lat,lon,depth,salinity
63.44756610363757,10.407294855704023,0.0,27.903364181518555
63.44756370762344,10.407290589319246,0.0,27.903364181518555
63.4475601552701,10.407287219323086,0.0,27.903364181518555
63.4475569340157,10.407280809652647,0.0,27.903364181518555
63.44755370633071,10.40727685317512,0.0,27.903364181518555
63.44754947228919,10.40727220319,0.0,27.903364181518555
63.447544844220815,10.407267213684667,0.0,27.903364181518555
63.44754004039429,10.40726452043227,0.0,27.903364181518555
63.44753319332769,10.407256254993133,0.0,27.903364181518555
63.4475274163356,10.40725121041507,0.0,27.903364181518555
63.44751982993096,10.407243292847568,0.0,27.97245216369629
63.447513127989055,10.407228794581258,0.0,27.97245216369629
63.44750470371597,10.407220892337048,0.0,27.97245216369629
63.44749749906898,10.407207824429843,0.0,27.97245216369629
63.447488662120456,10.407190505301775,0.0,27.97245216369629
63.44748000008387,10.407173710624289,0.0,27.97245216369629
63.4474735430008,10.407153249777236,0.0,27.97245216369629
63.44746555983304,10.40713013861056,0.0,27.97245216369629
63.44746034319768,10.407100355450211,0.0,27.97245216369629
63.44745430165612,10.40706993544343,0.0,27.97245216369629
63.44746060139472,10.407016942793756,0.0,27.97245216369629
63.447461881455006,10.406981859725956,0.0,27.97245216369629
63.447466231815376,10.406947398052669,0.0,27.97245216369629
63.44747356000412,10.40691601024148,0.0,27.97245216369629
63.44748277313356,10.406886957473729,0.0,27.97245216369629
63.44749416799819,10.406862092298915,0.0,27.97245216369629
63.44750684317148,10.406843277299046,0.0,27.97245216369629
63.44752056917333,10.406829373026005,0.0,27.94074249267578
63.44753450121421,10.406820756953154,0.0,27.94074249267578
63.44754900764395,10.40681879116805,0.0,27.94074249267578
63.44756354543345,10.406819463517586,0.0,27.94074249267578
63.44757950694411,10.40682219538874,0.0,27.94074249267578
63.44759561994629,10.406823699716217,0.0,27.94074249267578
63.44761146064113,10.40682310060192,0.0,27.94074249267578
63.44762753366017,10.406817488887729,0.0,27.94074249267578
63.44764273946503,10.406807001082742,0.0,27.94074249267578
63.44765668439808,10.406792118715572,0.0,27.94074249267578
63.44766939923292,10.40677248234819,0.0,27.94074249267578
63.44768101498214,10.406749288806337,0.0,27.94074249267578
63.44769076228824,10.406721664426197,0.0,27.94074249267578
63.447699713288266,10.406691418525371,0.0,27.94074249267578
63.44770818768692,10.406659769511922,0.0,27.94074249267578
63.44771632642498,10.406626986726543,0.0,27.94074249267578
63.447724469563,10.406594532489096,0.0,27.94074249267578
63.44773274057445,10.40656247490892,0.0,27.94074249267578
63.447740927000055,10.406530121039747,0.0,27.94074249267578
63.447748913149326,10.406498409496905,0.0,27.94074249267578
63.44775673774596,10.406466455458036,0.0,27.90865707397461
63.44776480493138,10.406434891983867,0.0,27.90865707397461
63.44777238264752,10.406402771722878,0.0,27.90865707397461
63.447779927258026,10.406371298717849,0.0,27.90865707397461
63.44778747254181,10.406339566373218,0.0,27.90865707397461
63.44779477128916,10.406307209982378,0.0,27.90865707397461
63.44780210966256,10.406275604270329,0.0,27.90865707397461
63.44780893419447,10.406243879379252,0.0,27.90865707397461
63.44781624578504,10.40621293217106,0.0,27.90865707397461
63.44782332176133,10.40618291215229,0.0,27.90865707397461
63.44783121430386,10.406152628199973,0.0,27.90865707397461
63.44783869720592,10.406122713057291,0.0,27.90865707397461
63.44784610787172,10.406092891678732,0.0,27.90865707397461
63.44785321002943,10.40606258134342,0.0,27.90865707397461
63.4478608408724,10.406031966134137,0.0,27.90865707397461
63.44786780450578,10.406003059557762,0.0,27.90865707397461
63.447875223147726,10.405974918329234,0.0,27.90865707397461
63.44788218794758,10.405945571111502,0.0,27.90865707397461
63.44788968840812,10.40591600007152,0.0,27.90865707397461
63.44789585397922,10.405885829892044,0.0,27.90865707397461
63.44790253394069,10.405857324519488,0.0,27.87681198120117
63.44790946738932,10.405827753295528,0.0,27.87681198120117
63.44791697855689,10.405798707324465,0.0,27.87681198120117
63.4479235517248,10.405770080202188,0.0,27.87681198120117
63.44793032093393,10.405741834684736,0.0,27.87681198120117
63.44793744387192,10.405712579667648,0.0,27.87681198120117
63.447944490034914,10.405683632851852,0.0,27.87681198120117
63.44795136154109,10.4056540956826,0.0,27.87681198120117
63.44795845699512,10.405626668660672,0.0,27.87681198120117
63.44796542230027,10.405598475444204,0.0,27.87681198120117
63.4479722129212,10.405569183765474,0.0,27.87681198120117
63.44797924151224,10.405540188516929,0.0,27.87681198120117
63.44798527332729,10.40551153636939,0.0,27.87681198120117
63.44799190025625,10.405483364650662,0.0,27.87681198120117
63.44799899161171,10.405454673781826,0.0,27.87681198120117
63.4480053109237,10.405425845792504,0.0,27.87681198120117
63.44801205917468,10.405398354935134,0.0,27.87681198120117
63.44801871588954,10.40537009562357,0.0,27.87681198120117
63.4480261817254,10.405341955685662,0.0,27.87681198120117
63.44803288028784,10.405315522907935,0.0,27.87681198120117
63.44804041860789,10.405289165413867,0.0,27.87681198120117
63.44804733227786,10.405262082805008,0.0,27.84383201599121
63.44805388514743,10.405235426124603,0.0,27.84383201599121
63.44806033899342,10.405208471964396,0.0,27.84383201599121
63.44806661407414,10.405181114076113,0.0,27.84383201599121
63.44807301668335,10.405154674669692,0.0,27.84383201599121
63.44807960954952,10.40512841986999,0.0,27.84383201599121
63.448085873757485,10.405100750884278,0.0,27.84383201599121
63.44809190285872,10.405074044313112,0.0,27.84383201599121
63.4480978909222,10.405047942298818,0.0,27.84383201599121
63.44810375324889,10.405019805479387,0.0,27.84383201599121
63.44811027102711,10.40499287178526,0.0,27.84383201599121
63.448116425672445,10.404966166371077,0.0,27.84383201599121
63.448123071777296,10.404939137383131,0.0,27.84383201599121
63.44812944064083,10.40491199193333,0.0,27.84383201599121
63.44813615621468,10.404885633810512,0.0,27.84383201599121
63.44814219926945,10.404858791128694,0.0,27.84383201599121
63.44814863489894,10.404832386055151,0.0,27.84383201599121
63.44815527374002,10.404804660275143,0.0,27.84383201599121
63.44816103172779,10.40477643172752,0.0,27.84383201599121
63.44816766152058,10.4047507215833,0.0,27.84383201599121
63.44817403574436,10.40472333754568,0.0,27.84383201599121
63.44818119671839,10.404696522801803,0.0,27.84383201599121
63.44818788882554,10.404670734538142,0.0,27.84383201599121
63.44819485803566,10.404644455180913,0.0,27.862323760986328
63.448201426599255,10.404618165158174,0.0,27.862323760986328
63.4482081580998,10.404592469966984,0.0,27.862323760986328
63.4482143871899,10.404565786070282,0.0,27.862323760986328
63.448220307773255,10.404538932388544,0.0,27.862323760986328
63.4482262603883,10.40451135624819,0.0,27.862323760986328
63.448232368363,10.404484913312936,0.0,27.862323760986328
63.44823899616782,10.404458244925776,0.0,27.862323760986328
63.44824506932515,10.40443105426567,0.0,27.862323760986328
63.448251762473895,10.40440512405821,0.0,27.862323760986328
63.448257592985385,10.40437654463883,0.0,27.862323760986328
63.44826401059063,10.404349597811278,0.0,27.862323760986328
63.44827026250378,10.404323154471465,0.0,27.862323760986328
63.44827696509608,10.404295784857052,0.0,27.862323760986328
63.44828367233401,10.4042688001626,0.0,27.862323760986328
63.44828979034244,10.404241494377471,0.0,27.862323760986328
63.44829660434743,10.404213721636443,0.0,27.862323760986328
63.44830284551314,10.40418675117116,0.0,27.862323760986328
63.44830981102356,10.40416077820734,0.0,27.862323760986328
63.448316608700765,10.404133529999177,0.0,27.862323760986328
63.44832292305316,10.40410605471838,0.0,27.862323760986328
63.448329276904936,10.404078379283431,0.0,27.830530166625977
63.44833492327519,10.404051303624124,0.0,27.830530166625977
63.44834189987397,10.40402407058922,0.0,27.830530166625977
63.44834814992313,10.403996374335732,0.0,27.830530166625977
63.44835455092884,10.403968985824992,0.0,27.830530166625977
63.44836095584223,10.403941951204809,0.0,27.830530166625977
63.44836773275442,10.403914299561198,0.0,27.830530166625977
63.448374244062514,10.403887282815733,0.0,27.830530166625977
63.44838092249011,10.403861172081236,0.0,27.830530166625977
63.44838747523437,10.40383331652214,0.0,27.830530166625977
63.44839357485967,10.403805960525878,0.0,27.830530166625977
63.44840004135843,10.403779646374192,0.0,27.830530166625977
63.44840607584822,10.403751812919804,0.0,27.830530166625977
63.44841222678037,10.403725033945864,0.0,27.830530166625977
63.44841860031649,10.403697965446616,0.0,27.830530166625977
63.44842470918231,10.403669491328484,0.0,27.830530166625977
63.44843127840348,10.403642809743832,0.0,27.830530166625977
63.44843748068245,10.403616160906823,0.0,27.830530166625977
63.44844411051567,10.403587929885816,0.0,27.830530166625977
63.44845065794234,10.403561349975586,0.0,27.830530166625977
63.44845722416223,10.40353439502688,0.0,27.830530166625977
